location,datetime,tempmax,tempmin,humidity,windspeed,winddir,cloudcover,rainfall,10_Cumulative Rainfall,Flood_Severity
Kolhapur District Maharashtra,14-10-2020,25.1,22.1,95.9,23.8,280.5,93.3,7.1,51.6,0
Kolhapur District Maharashtra,15-10-2020,25.6,21.3,96.4,29.2,245.9,91.9,63.6,53.5,0
Kolhapur District Maharashtra,16-10-2020,26.1,20.4,90.3,22,213.7,76.5,10.3,116.1,0
Kolhapur District Maharashtra,17-10-2020,29.1,19.5,89.6,16.2,219.1,52.8,0,124.2,1
Kolhapur District Maharashtra,18-10-2020,31.1,19.3,87.4,10.8,239.6,63.7,0.5,124,1
Kolhapur District Maharashtra,19-10-2020,29.1,19.9,89.9,13.7,266.8,67.7,0.1,124.4,1
Kolhapur District Maharashtra,20-10-2020,27.7,20.7,92.9,11.2,302.8,78.8,5.4,124.5,1
Kolhapur District Maharashtra,21-10-2020,29.2,21.5,87.5,11.2,312,71.8,20.4,128.9,1
Kolhapur District Maharashtra,22-10-2020,30.2,21.4,86.6,11.2,288.2,56.9,3.2,134.5,1
Kolhapur District Maharashtra,23-10-2020,31.1,20.8,87.2,11.5,249.1,58.7,0.1,125.5,1
Kolhapur District Maharashtra,24-10-2020,29.1,20.9,89.3,12.6,230.8,62.7,1.8,110.7,0
Kolhapur District Maharashtra,25-10-2020,29.9,20.8,88.1,9.7,204.6,67.6,2.2,105.4,0
Kolhapur District Maharashtra,26-10-2020,30.1,21.3,85.3,7.6,22.8,75.9,1.9,44,0
Kolhapur District Maharashtra,27-10-2020,31.1,20.4,81.9,16.2,77.2,54.4,9.5,35.6,0
Kolhapur District Maharashtra,28-10-2020,29.2,18.2,83.7,14,80.7,41.7,2.7,45.1,0
Kolhapur District Maharashtra,29-10-2020,29.7,17.1,78.3,15.5,80.8,38,5.4,47.3,0
Kolhapur District Maharashtra,30-10-2020,29.4,16.4,77.7,13.7,64.9,27,0.1,52.6,0
Kolhapur District Maharashtra,31-10-2020,29.4,19.4,77.2,11.2,65,56.3,0,47.3,0
Kolhapur District Maharashtra,01-06-2021,32.1,22.7,81.5,16.6,239.7,67.5,0.9,0,0
Kolhapur District Maharashtra,02-06-2021,33.2,22.1,82.1,12.2,228.3,65.2,1.1,0.9,0
Kolhapur District Maharashtra,03-06-2021,31.9,22.4,86,13.7,227.6,82,2.3,2,0
Kolhapur District Maharashtra,04-06-2021,28.7,22.6,87,9,229.6,82.4,28.2,3.4,0
Kolhapur District Maharashtra,05-06-2021,30.1,21.8,84.5,13.3,236.6,72.1,8.3,32.5,0
Kolhapur District Maharashtra,06-06-2021,30.1,20.5,84,16.9,260,53.4,12.6,40.8,0
Kolhapur District Maharashtra,07-06-2021,30.7,21.1,83.3,19.8,261.8,44.3,0.2,53.4,0
Kolhapur District Maharashtra,08-06-2021,28.9,21.1,86.1,25.9,262.2,56.1,0.6,53.6,0
Kolhapur District Maharashtra,09-06-2021,28.1,22.5,86.7,30.6,264,76.2,2.9,54.2,0
Kolhapur District Maharashtra,10-06-2021,28.1,22.7,85.8,29.2,265.7,79.6,3.6,57.1,0
Kolhapur District Maharashtra,11-06-2021,29.1,22,85.6,29.5,252.4,74.5,1.6,60.7,0
Kolhapur District Maharashtra,12-06-2021,29.1,22,86.4,32.8,243.5,73.4,9.7,61.4,0
Kolhapur District Maharashtra,13-06-2021,28.1,21.1,87.9,32,250.6,87.3,7.3,70,0
Kolhapur District Maharashtra,14-06-2021,30.1,20.5,86.2,23,256,78.4,7.6,75,0
Kolhapur District Maharashtra,15-06-2021,27.1,21.3,89.9,33.8,248.6,71.8,8.5,54.4,0
Kolhapur District Maharashtra,16-06-2021,25.4,22.2,93.5,36,247.5,87.6,45.4,54.6,0
Kolhapur District Maharashtra,17-06-2021,27.1,22.6,92.9,35.3,247.4,86.2,107.2,87.4,0
Kolhapur District Maharashtra,18-06-2021,27.1,23.2,92.1,36.4,241.2,80.9,47.9,194.4,1
Kolhapur District Maharashtra,19-06-2021,26.1,22.4,93.7,27,244.5,85.4,40.4,241.7,1
Kolhapur District Maharashtra,20-06-2021,28.1,22.8,90.4,28.1,255.3,78.2,29,279.2,2
Kolhapur District Maharashtra,21-06-2021,28.1,22,88.5,22.3,268.8,77.2,7,304.6,2
Kolhapur District Maharashtra,22-06-2021,30.4,21.9,88.2,23.8,275.3,70.8,1.5,310,2
Kolhapur District Maharashtra,23-06-2021,29.1,22.1,88.6,22.7,277.7,85.3,0.9,301.8,2
Kolhapur District Maharashtra,24-06-2021,27.1,21.7,88.8,24.8,264.6,65.9,2.8,295.4,2
Kolhapur District Maharashtra,25-06-2021,26.3,21.2,89.5,28.4,266.8,74.5,7,290.6,2
Kolhapur District Maharashtra,26-06-2021,28.1,21.6,88.6,22.3,274.4,85.2,3.6,289.1,2
Kolhapur District Maharashtra,27-06-2021,26,20.9,89.4,18.4,284.6,89.6,3,247.3,1
Kolhapur District Maharashtra,28-06-2021,29.1,20.5,88.1,17.3,255.5,77.8,0.9,143.1,1
Kolhapur District Maharashtra,29-06-2021,29.9,20.4,88.5,18.4,254.6,70.1,6.9,96.1,0
Kolhapur District Maharashtra,30-06-2021,29.1,20.8,89,22.3,264,84.7,0.9,62.6,0
Kolhapur District Maharashtra,01-07-2021,29.2,22,88.1,21.2,276.1,79.7,2,34.5,0
Kolhapur District Maharashtra,02-07-2021,27.1,21.8,88.7,21.6,255.6,81.8,0.9,29.5,0
Kolhapur District Maharashtra,03-07-2021,28.1,21.9,89.5,16.9,260.4,82,2.2,28.9,0
Kolhapur District Maharashtra,04-07-2021,32.1,21.7,86.3,19.4,279.3,73,2.6,30.2,0
Kolhapur District Maharashtra,05-07-2021,29.4,21.7,86.9,14.8,284.7,75.1,0.6,30,0
Kolhapur District Maharashtra,06-07-2021,32.1,22.2,85.9,13,278.5,79.2,0.4,23.6,0
Kolhapur District Maharashtra,07-07-2021,32.1,22,88.8,17.6,270.3,75.6,4.1,20.4,0
Kolhapur District Maharashtra,08-07-2021,30.4,22.1,88.4,18.4,268.2,86,2.5,21.5,0
Kolhapur District Maharashtra,09-07-2021,26.1,20.7,93.2,18,278.4,92.2,6.6,23.1,0
Kolhapur District Maharashtra,10-07-2021,29.1,20.1,88.8,23.8,263.3,84.1,8.7,22.8,0
Kolhapur District Maharashtra,11-07-2021,27.1,20.3,91.3,32,253.8,90.4,3,30.6,0
Kolhapur District Maharashtra,12-07-2021,25.1,21.6,93.3,38.2,251.5,87.1,24.9,31.6,0
Kolhapur District Maharashtra,13-07-2021,24.7,21.3,93,30.2,261.7,86.7,19.8,55.6,0
Kolhapur District Maharashtra,14-07-2021,25.1,22.4,93.6,31.7,265.6,92,16.4,73.2,0
Kolhapur District Maharashtra,15-07-2021,27.1,22.3,93,27.4,259,84.2,21.9,87,0
Kolhapur District Maharashtra,16-07-2021,26.1,22.4,92.5,29.9,262.9,79.3,11.6,108.3,0
Kolhapur District Maharashtra,17-07-2021,28.1,22.2,90.3,22.3,262.9,83.9,5.6,119.5,0
Kolhapur District Maharashtra,18-07-2021,27.7,22.8,92.2,30.6,271.7,87.2,9.4,121,1
Kolhapur District Maharashtra,19-07-2021,26.1,21.9,93.3,25.9,263.1,91.3,33.5,127.9,1
Kolhapur District Maharashtra,20-07-2021,25.1,22,94.3,32,256,91.8,14.3,154.8,1
Kolhapur District Maharashtra,21-07-2021,26.1,21.7,94.6,28.8,259.7,92.6,38.3,160.4,1
Kolhapur District Maharashtra,22-07-2021,23.2,20.9,95.4,31.3,261.2,93.5,93,195.7,1
Kolhapur District Maharashtra,23-07-2021,24.1,21.1,96.4,30.6,263.8,91,212.9,263.8,2
Kolhapur District Maharashtra,24-07-2021,28.1,21.7,91.4,33.1,271.8,81.9,114.7,456.9,3
Kolhapur District Maharashtra,25-07-2021,27.7,22.6,90.9,27,257.8,80.4,24.2,555.2,4
Kolhapur District Maharashtra,26-07-2021,28.1,22.3,89.9,36.4,256.7,77.3,22.3,557.5,4
Kolhapur District Maharashtra,27-07-2021,27.9,21.7,89.3,37.4,254.1,79.3,8.9,568.2,4
Kolhapur District Maharashtra,28-07-2021,27.9,21.8,88.1,36,252,79.9,12.3,571.5,4
Kolhapur District Maharashtra,29-07-2021,26.1,21.6,90.4,36.4,257.9,78.1,5.3,574.4,4
Kolhapur District Maharashtra,30-07-2021,25.1,21.9,92.8,32.4,264.6,87.5,7,546.2,4
Kolhapur District Maharashtra,31-07-2021,26.1,21.7,91.5,34.6,266.1,89.6,9.9,538.9,4
Kolhapur District Maharashtra,01-08-2021,26.2,21.2,89.4,33.8,263.7,75.4,8.2,510.5,4
Kolhapur District Maharashtra,02-08-2021,27.1,21.1,89.5,33.1,258.7,76.5,4.6,425.7,3
Kolhapur District Maharashtra,03-08-2021,27.1,21.2,90.9,34.2,258.4,84.2,4.8,217.4,1
Kolhapur District Maharashtra,04-08-2021,27.1,22.1,91.8,35.3,260,78.4,20,107.5,0
Kolhapur District Maharashtra,05-08-2021,27.1,21.7,91.2,35.6,262.6,74.5,15.6,103.3,0
Kolhapur District Maharashtra,06-08-2021,27.1,21.4,91.3,33.1,262.6,56.4,8.3,96.6,0
Kolhapur District Maharashtra,07-08-2021,29.1,21.5,89.2,26.3,265,70.9,6.1,96,0
Kolhapur District Maharashtra,08-08-2021,30.1,22,88.5,18.4,253.6,77.8,1.3,89.8,0
Kolhapur District Maharashtra,09-08-2021,29.4,21.6,88.3,19.4,257.8,76.2,1.9,85.8,0
Kolhapur District Maharashtra,10-08-2021,27.7,21.2,89.2,22.7,268.4,78.6,1.6,80.7,0
Kolhapur District Maharashtra,11-08-2021,27.2,21.1,90.8,18,281.5,82.8,1.9,72.4,0
Kolhapur District Maharashtra,12-08-2021,28.1,21.4,91.4,24.8,280.2,83.3,2.4,66.1,0
Kolhapur District Maharashtra,13-08-2021,27.2,21.3,90.6,27,278.3,80.8,12.4,63.9,0
Kolhapur District Maharashtra,14-08-2021,26.8,21.3,90.3,28.1,268.4,82.3,6.6,71.5,0
Kolhapur District Maharashtra,15-08-2021,26.1,21.3,90.3,23.4,267.3,81.5,9,58.1,0
Kolhapur District Maharashtra,16-08-2021,28.1,21.5,91.4,17.6,269.2,88.3,2.1,51.5,0
Kolhapur District Maharashtra,17-08-2021,25.1,19.6,91.7,22.7,267.6,93,4.7,45.3,0
Kolhapur District Maharashtra,18-08-2021,26.4,19.3,89,24.1,262.8,92.9,3,43.9,0
Kolhapur District Maharashtra,19-08-2021,27.1,18.9,89.5,21.6,270,91.2,3.5,45.6,0
Kolhapur District Maharashtra,20-08-2021,27.4,19.5,89.7,15.5,255.5,88.3,5.5,47.2,0
Kolhapur District Maharashtra,21-08-2021,28.1,20.1,88.6,24.5,246,80.7,3.4,51.1,0
Kolhapur District Maharashtra,22-08-2021,29.2,19.6,84.7,14,266.4,65.5,2.1,52.6,0
Kolhapur District Maharashtra,23-08-2021,31.1,19.9,85,17.3,253.9,64.9,1.3,52.3,0
Kolhapur District Maharashtra,24-08-2021,31.1,20,86.1,18,249.7,71.9,0.3,41.2,0
Kolhapur District Maharashtra,25-08-2021,30.1,20.8,86,15.8,241.2,77.4,1.2,34.9,0
Kolhapur District Maharashtra,26-08-2021,27.7,21.4,89.7,17.6,251.3,79.2,0.4,27.1,0
Kolhapur District Maharashtra,27-08-2021,27.1,21.2,90,21.2,259.3,81.6,1.9,25.4,0
Kolhapur District Maharashtra,28-08-2021,28.4,21.6,88.1,19.4,264.9,83.8,4.3,22.6,0
Kolhapur District Maharashtra,29-08-2021,28.1,21.4,87,21.6,266.3,86.5,1.9,23.9,0
Kolhapur District Maharashtra,30-08-2021,27.2,19.8,87.9,18,275.4,88.9,0.2,22.3,0
Kolhapur District Maharashtra,31-08-2021,25.2,18.1,89.8,22,267.4,94.1,1,17,0
Kolhapur District Maharashtra,01-09-2021,27.2,20,88,21.6,251.6,79.9,0.6,14.6,0
Kolhapur District Maharashtra,02-09-2021,27.1,20.4,90,24.1,256,68,5.1,13.1,0
Kolhapur District Maharashtra,03-09-2021,29.1,21.7,89.3,22.7,262.5,82,4.1,16.9,0
Kolhapur District Maharashtra,04-09-2021,27.2,21.3,91.7,16.9,266.3,80.2,1.3,20.7,0
Kolhapur District Maharashtra,05-09-2021,28.1,21.9,90.9,22.3,274,86,5.6,20.8,0
Kolhapur District Maharashtra,06-09-2021,27.1,20.9,91.1,24.1,268.4,82.2,8,26,0
Kolhapur District Maharashtra,07-09-2021,24.1,20.8,95.4,30.2,256.5,94.6,7.7,32.1,0
Kolhapur District Maharashtra,08-09-2021,25.4,22.1,92.4,35.3,248,88.6,21,35.5,0
Kolhapur District Maharashtra,09-09-2021,26.1,21.6,90.8,31,254.2,81.8,12.4,54.6,0
Kolhapur District Maharashtra,10-09-2021,27.1,21.6,90.5,31.7,256.1,75.9,9.8,66.8,0
Kolhapur District Maharashtra,11-09-2021,26.1,21.6,91.9,24.1,251.1,75.4,11,75.6,0
Kolhapur District Maharashtra,12-09-2021,26.1,21.8,94.2,24.5,247,77.2,16.4,86,0
Kolhapur District Maharashtra,13-09-2021,26.1,22.6,94.3,29.9,259,82.3,17.8,97.3,0
Kolhapur District Maharashtra,14-09-2021,27.1,22.1,90.5,30.2,259.9,75,22.4,111,0
Kolhapur District Maharashtra,15-09-2021,28.4,21.5,87.3,26.6,251.7,68.3,3.7,132.1,1
Kolhapur District Maharashtra,16-09-2021,29.1,21.1,86.7,23,256,70.2,1,130.2,1
Kolhapur District Maharashtra,17-09-2021,29.2,20.4,86.9,21.2,260,71.6,0.6,123.2,1
Kolhapur District Maharashtra,18-09-2021,29.4,19.3,86.5,17.3,265.5,67.8,0.5,116.1,0
Kolhapur District Maharashtra,19-09-2021,31.7,19.8,85.7,15.1,272.6,73.8,0.4,95.6,0
Kolhapur District Maharashtra,20-09-2021,30.2,20.7,85.9,13.7,286.1,74,0.9,83.6,0
Kolhapur District Maharashtra,21-09-2021,27.1,21.8,91.2,19.1,280,79.6,0.8,74.7,0
Kolhapur District Maharashtra,22-09-2021,27.1,21.3,89.2,15.8,284.8,78.3,6.2,64.5,0
Kolhapur District Maharashtra,23-09-2021,28.1,21.1,90.7,24.1,276.3,76.8,8.3,54.3,0
Kolhapur District Maharashtra,24-09-2021,29.1,21,87.4,15.5,283.4,74.3,2.4,44.8,0
Kolhapur District Maharashtra,25-09-2021,29.1,20.6,85.9,14,277,76,0.5,24.8,0
Kolhapur District Maharashtra,26-09-2021,29.2,20.3,86.2,13.7,279.5,75.6,0.5,21.6,0
Kolhapur District Maharashtra,27-09-2021,26.1,20.9,91.5,19.4,269.4,90.6,1,21.1,0
Kolhapur District Maharashtra,28-09-2021,26.1,18.1,90.5,28.1,248.5,92.9,4.6,21.5,0
Kolhapur District Maharashtra,29-09-2021,26.6,17.6,91.8,28.4,218.4,86.7,13.6,25.6,0
Kolhapur District Maharashtra,30-09-2021,30.1,20.8,86.5,15.8,247.3,78.7,6.9,38.8,0
Kolhapur District Maharashtra,01-10-2021,30.7,20.8,88,13.3,277.7,69.8,1.7,44.8,0
Kolhapur District Maharashtra,02-10-2021,30.9,21.7,88.5,10.8,279.4,79.7,6.8,45.7,0
Kolhapur District Maharashtra,03-10-2021,32.4,21.4,84,18.4,80.5,77.9,1.7,46.3,0
Kolhapur District Maharashtra,04-10-2021,32.4,21.5,82.2,7.6,104.1,66.8,5.5,39.7,0
Kolhapur District Maharashtra,05-10-2021,31.9,21.9,84.3,10.4,96.5,62.9,6.2,42.8,0
Kolhapur District Maharashtra,06-10-2021,29.1,22.4,90,12.6,67.9,79.2,4.4,48.5,0
Kolhapur District Maharashtra,07-10-2021,31.1,21.8,87.6,17.3,111.2,75.2,15.9,52.4,0
Kolhapur District Maharashtra,08-10-2021,28.9,20.6,90.6,14.8,230.9,80,17.3,67.3,0
Kolhapur District Maharashtra,09-10-2021,31.1,21.3,86.7,11.2,257.8,61,1.6,80,0
Kolhapur District Maharashtra,10-10-2021,30.9,20.9,86.2,11.2,263.2,65.8,4,68,0
Kolhapur District Maharashtra,11-10-2021,30.9,21,87.8,11.2,257.4,69.1,6.4,65.1,0
Kolhapur District Maharashtra,12-10-2021,32.1,21.2,81.3,11.2,239,48.9,10.2,69.8,0
Kolhapur District Maharashtra,13-10-2021,32.1,20.2,75.4,11.2,28.6,53,0.2,73.2,0
Kolhapur District Maharashtra,14-10-2021,32.1,20.9,79,11.2,3.1,73.2,0.1,71.7,0
Kolhapur District Maharashtra,15-10-2021,32.1,20.6,78.8,14,43.8,65.7,0,66.3,0
Kolhapur District Maharashtra,16-10-2021,33.1,18.8,75.1,10.1,16.4,65.6,0,60.1,0
Kolhapur District Maharashtra,17-10-2021,32.1,19.7,79,14.8,288.3,64.4,0,55.7,0
Kolhapur District Maharashtra,18-10-2021,30.2,20.5,86.8,17.6,276.2,54,0.1,39.8,0
Kolhapur District Maharashtra,19-10-2021,31.4,19.1,85.2,13.3,297.5,62.5,0,22.6,0
Kolhapur District Maharashtra,20-10-2021,32.2,19.2,82.7,11.5,350.1,49.1,0,21,0
Kolhapur District Maharashtra,21-10-2021,32.1,20,80.8,17.3,87.1,55.5,0,17,0
Kolhapur District Maharashtra,22-10-2021,32.2,19.3,76.3,15.5,50.8,55.2,0,10.6,0
Kolhapur District Maharashtra,23-10-2021,32.7,19.8,74.9,11.2,4.8,60.3,0,0.4,0
Kolhapur District Maharashtra,24-10-2021,32.1,20.3,78.8,8.3,315,51.6,0.2,0.2,0
Kolhapur District Maharashtra,25-10-2021,31.4,18.8,77.2,9.7,28,51.9,0.2,0.3,0
Kolhapur District Maharashtra,26-10-2021,32.1,18.5,70.1,11.9,60.6,52.7,0.1,0.5,0
Kolhapur District Maharashtra,27-10-2021,31.2,17,69.7,22.7,68.1,25.2,0,0.6,0
Kolhapur District Maharashtra,28-10-2021,31.1,15.7,68.5,20.2,64.5,21.1,0,0.6,0
Kolhapur District Maharashtra,29-10-2021,31.2,18.6,76.6,25.9,70.3,67.4,0,0.5,0
Kolhapur District Maharashtra,30-10-2021,31.7,21.3,74,16.2,79.1,62.2,0,0.5,0
Kolhapur District Maharashtra,31-10-2021,30.4,21,80.1,11.2,73.8,55.3,0,0.5,0
Kolhapur District Maharashtra,01-06-2022,34.7,23.4,65.5,26.6,270.8,67.3,0.5,0,0
Kolhapur District Maharashtra,02-06-2022,34.9,22.2,69.2,34.9,285.6,74.3,0.5,0.5,0
Kolhapur District Maharashtra,03-06-2022,35.4,23.4,68.1,31.3,262,66.6,15.8,1,0
Kolhapur District Maharashtra,04-06-2022,34.9,23.5,64.2,28.1,267.6,47.4,0,16.3,0
Kolhapur District Maharashtra,05-06-2022,34.4,24,67,41.8,260.8,54.2,0,16.8,0
Kolhapur District Maharashtra,06-06-2022,32.1,24.2,68.3,21.6,239.9,90,0.3,16.8,0
Kolhapur District Maharashtra,07-06-2022,33.3,23.3,72.2,32,267,75,0,17.1,0
Kolhapur District Maharashtra,08-06-2022,33.1,23,70.8,28.1,263.1,49.1,0.4,17.1,0
Kolhapur District Maharashtra,09-06-2022,33.4,23.8,69.1,27.4,252.1,60.2,0.9,17.5,0
Kolhapur District Maharashtra,10-06-2022,32.4,23.4,73.4,25.9,249.8,74.4,0.2,18.4,0
Kolhapur District Maharashtra,11-06-2022,28.1,22.3,81.3,21.6,248.8,81.6,3.5,18.6,0
Kolhapur District Maharashtra,12-06-2022,30,22,74.7,24.1,246.9,75.2,4.5,21.6,0
Kolhapur District Maharashtra,13-06-2022,31.2,22.7,71.1,24.8,251.9,61.6,1.5,25.6,0
Kolhapur District Maharashtra,14-06-2022,31.9,22.7,68.7,25.6,257.6,46.4,1.4,11.3,0
Kolhapur District Maharashtra,15-06-2022,33.2,22.6,70.7,27.7,261.6,50.8,0.5,12.7,0
Kolhapur District Maharashtra,16-06-2022,32.2,22.8,71.1,28.8,259.7,72.7,0.3,13.2,0
Kolhapur District Maharashtra,17-06-2022,32.9,22.7,70.4,24.1,262.5,79.8,0.6,13.2,0
Kolhapur District Maharashtra,18-06-2022,31,22.9,71.3,23,262.1,71.2,0.5,13.8,0
Kolhapur District Maharashtra,19-06-2022,30.1,22.8,74.6,28.8,260.5,81.6,0.6,13.9,0
Kolhapur District Maharashtra,20-06-2022,29.8,22.5,75.2,30.6,261.1,80.2,2.5,13.6,0
Kolhapur District Maharashtra,21-06-2022,26.1,21.5,84.1,20.9,253,95.7,3.5,15.9,0
Kolhapur District Maharashtra,22-06-2022,27.9,21.3,85.2,14.8,249.4,86.6,3.4,15.9,0
Kolhapur District Maharashtra,23-06-2022,28.9,21.8,79,25.6,248.8,77.4,8.6,14.8,0
Kolhapur District Maharashtra,24-06-2022,29.1,22.4,78.3,28.8,245.5,88.4,6.6,21.9,0
Kolhapur District Maharashtra,25-06-2022,27.1,22.4,83.8,27.4,245.3,88,6.2,27.1,0
Kolhapur District Maharashtra,26-06-2022,26.1,22.3,85.9,28.1,245.1,90.1,18.9,32.8,0
Kolhapur District Maharashtra,27-06-2022,27.1,22.2,84.7,31,245.2,85.2,11.5,51.4,0
Kolhapur District Maharashtra,28-06-2022,29.1,21.8,79.2,27.7,256.6,71.9,7.2,62.3,0
Kolhapur District Maharashtra,29-06-2022,30.1,22.3,80,27.4,257.1,85.4,2.8,69,0
Kolhapur District Maharashtra,30-06-2022,28.1,21.9,86,20.2,258.1,84.4,4.3,71.2,0
Kolhapur District Maharashtra,01-07-2022,26.1,22.2,88.9,18.7,254.9,95.4,10.3,73,0
Kolhapur District Maharashtra,02-07-2022,27.1,22.2,87.1,28.1,258.4,89.3,14.7,79.8,0
Kolhapur District Maharashtra,03-07-2022,27.1,22.7,82.7,27.7,254.2,93,8.3,91.1,0
Kolhapur District Maharashtra,04-07-2022,26.1,22.1,91.3,22,254.3,95.4,7.1,90.8,0
Kolhapur District Maharashtra,05-07-2022,25.1,22.1,93.2,19.1,250.9,97.9,51.8,91.3,0
Kolhapur District Maharashtra,06-07-2022,25.1,21.9,89.1,27.4,252.9,92.6,46.6,136.9,1
Kolhapur District Maharashtra,07-07-2022,24.7,21.8,91.5,22.3,256.5,97.9,24.8,164.6,1
Kolhapur District Maharashtra,08-07-2022,24.1,21.8,91.5,21.2,259.6,97.5,20.6,177.9,1
Kolhapur District Maharashtra,09-07-2022,23.2,21.4,93.2,20.9,262.8,97.9,32.2,191.3,1
Kolhapur District Maharashtra,10-07-2022,25.1,21.4,89.5,20.5,260.2,95,39.7,220.7,1
Kolhapur District Maharashtra,11-07-2022,23.2,21.5,90.3,25.9,263.4,95.5,27,256.1,2
Kolhapur District Maharashtra,12-07-2022,23.7,20.8,92,26.6,264.1,98.3,42.5,272.8,2
Kolhapur District Maharashtra,13-07-2022,23.1,20.8,92.1,28.1,262.9,98.3,32.9,300.6,2
Kolhapur District Maharashtra,14-07-2022,23.1,21.1,90.7,35.3,255.3,100,36.5,325.2,2
Kolhapur District Maharashtra,15-07-2022,25.5,21.6,88.6,40.7,254,90.7,32.5,354.6,2
Kolhapur District Maharashtra,16-07-2022,25.1,22.2,89.3,32.8,255.2,87.1,26.3,335.3,2
Kolhapur District Maharashtra,17-07-2022,27.1,22.3,87.7,27.7,257.8,87,29.2,315,2
Kolhapur District Maharashtra,18-07-2022,25.1,21,89.9,16.6,255.7,95.8,7.5,319.4,2
Kolhapur District Maharashtra,19-07-2022,28.1,20.7,88,22.7,253.6,66.7,4.9,306.3,2
Kolhapur District Maharashtra,20-07-2022,27.9,21.1,84.8,25.6,257.1,68.7,4.3,279,2
Kolhapur District Maharashtra,21-07-2022,27.9,20.9,83.3,21.2,260.1,83.6,2.3,243.6,1
Kolhapur District Maharashtra,22-07-2022,26.4,21.1,84.1,23.8,264.5,98.6,1.9,218.9,1
Kolhapur District Maharashtra,23-07-2022,26.1,20.9,85.9,25.2,261.5,89.9,1.7,178.3,1
Kolhapur District Maharashtra,24-07-2022,27.1,21.2,90.7,14.8,251.8,90.6,7.3,147.1,1
Kolhapur District Maharashtra,25-07-2022,28.1,21,88.4,16.6,249,77.9,6,117.9,0
Kolhapur District Maharashtra,26-07-2022,26.6,20.9,86,18.4,260.2,94,3.3,91.4,0
Kolhapur District Maharashtra,27-07-2022,31.1,21.1,80.9,9.4,274.7,88.7,1.9,68.4,0
Kolhapur District Maharashtra,28-07-2022,31.1,22.7,78.1,10.1,291.3,87.2,4.9,41.1,0
Kolhapur District Maharashtra,29-07-2022,33.1,22.8,77.6,10.8,271.9,68.6,1,38.5,0
Kolhapur District Maharashtra,30-07-2022,31.1,23.4,81.2,14.4,284.9,87.9,5,34.6,0
Kolhapur District Maharashtra,31-07-2022,32.1,21.9,80.4,18.7,280.2,74.8,5.9,35.3,0
Kolhapur District Maharashtra,01-08-2022,31.1,21.7,82,19.4,275.6,77.6,1.2,38.9,0
Kolhapur District Maharashtra,02-08-2022,28,21.6,82.9,15.5,275.2,95,3.1,38.2,0
Kolhapur District Maharashtra,03-08-2022,29.1,21.4,86.3,14.8,269.9,97.2,0.4,39.6,0
Kolhapur District Maharashtra,04-08-2022,31.1,22,85.5,15.1,260.8,91.4,23.5,32.7,0
Kolhapur District Maharashtra,05-08-2022,28.1,21.8,88.2,23.4,246.9,94.1,6.4,50.2,0
Kolhapur District Maharashtra,06-08-2022,24.1,21.5,93.8,21.2,250.5,98.2,19,53.3,0
Kolhapur District Maharashtra,07-08-2022,24.1,21.9,94.6,25.2,258.3,97.9,32,70.4,0
Kolhapur District Maharashtra,08-08-2022,23.1,21.6,95.8,28.1,253.8,98.3,61,97.5,0
Kolhapur District Maharashtra,09-08-2022,24.1,21.4,91.9,35.3,250.2,97.9,64.6,157.5,1
Kolhapur District Maharashtra,10-08-2022,26.1,21,88.1,37.4,250.2,89.5,35.2,217.1,1
Kolhapur District Maharashtra,11-08-2022,26.1,21.5,89,34.9,252,82.8,28.3,246.4,1
Kolhapur District Maharashtra,12-08-2022,26.1,21.9,87,33.8,250.4,73.4,37.2,273.5,2
Kolhapur District Maharashtra,13-08-2022,26.1,21.4,88.4,25.9,252.1,88.6,13.8,307.6,2
Kolhapur District Maharashtra,14-08-2022,25.1,21.6,89.4,25.9,257.2,96.3,9.6,321,2
Kolhapur District Maharashtra,15-08-2022,26.1,21.2,88.3,27.4,257.5,91.3,7.4,307.1,2
Kolhapur District Maharashtra,16-08-2022,26,20.9,88.1,33.1,248.5,98.5,12.6,308.1,2
Kolhapur District Maharashtra,17-08-2022,26.1,20.4,87.2,31.7,248.8,71,12.5,301.7,2
Kolhapur District Maharashtra,18-08-2022,26.7,20.8,86,28.1,255.2,51.8,4.8,282.2,2
Kolhapur District Maharashtra,19-08-2022,26.2,20.4,86.1,26.3,257.4,73.5,5,226,1
Kolhapur District Maharashtra,20-08-2022,25.6,21.1,88.3,23.8,252.8,94.6,4.9,166.4,1
Kolhapur District Maharashtra,21-08-2022,26.6,21.1,86,25.9,261.3,98.3,6.4,136.1,1
Kolhapur District Maharashtra,22-08-2022,27.1,21.2,87,29.5,264.2,92.5,4,114.2,0
Kolhapur District Maharashtra,23-08-2022,26.1,21.6,88,28.4,256.5,87.7,11.5,81,0
Kolhapur District Maharashtra,24-08-2022,26,21.2,86.1,23.8,258.8,86.9,7.8,78.7,0
Kolhapur District Maharashtra,25-08-2022,28.1,20.3,86.4,23.4,264.5,71.3,3.5,76.9,0
Kolhapur District Maharashtra,26-08-2022,29.2,19.7,83.5,16.9,270.6,61.6,1.3,73,0
Kolhapur District Maharashtra,27-08-2022,30.1,21,83.8,16.6,271,93.9,0.3,61.7,0
Kolhapur District Maharashtra,28-08-2022,30.1,19.7,79.6,16.9,275.1,70.2,4.6,49.5,0
Kolhapur District Maharashtra,29-08-2022,30.1,20.3,80.6,11.2,281.7,86.3,1,49.3,0
